id,name
ANN-TMIN-PRBFST-T28FP60,60% probability date of first 28F occurrence or earlier
ANN-TMIN-PRBFST-T28FP70,70% probability date of first 28F occurrence or earlier
ANN-TMIN-PRBFST-T28FP80,80% probability date of first 28F occurrence or earlier
ANN-TMIN-PRBFST-T28FP90,90% probability date of first 28F occurrence or earlier
ANN-TMIN-PRBFST-T32FP10,10% probability date of first 32F occurrence or earlier
ANN-TMIN-PRBFST-T32FP20,20% probability date of first 32F occurrence or earlier
ANN-TMIN-PRBFST-T32FP30,30% probability date of first 32F occurrence or earlier
ANN-TMIN-PRBFST-T32FP40,40% probability date of first 32F occurrence or earlier
ANN-TMIN-PRBFST-T32FP50,50% probability date of first 32F occurrence or earlier
ANN-TMIN-PRBFST-T32FP60,60% probability date of first 32F occurrence or earlier
ANN-TMIN-PRBFST-T32FP70,70% probability date of first 32F occurrence or earlier
ANN-TMIN-PRBFST-T32FP80,80% probability date of first 32F occurrence or earlier
ANN-TMIN-PRBFST-T32FP90,90% probability date of first 32F occurrence or earlier
ANN-TMIN-PRBFST-T36FP10,10% probability date of first 36F occurrence or earlier
ANN-TMIN-PRBFST-T36FP20,20% probability date of first 36F occurrence or earlier
ANN-TMIN-PRBFST-T36FP30,30% probability date of first 36F occurrence or earlier
ANN-TMIN-PRBFST-T36FP40,40% probability date of first 36F occurrence or earlier
ANN-TMIN-PRBFST-T36FP50,50% probability date of first 36F occurrence or earlier
ANN-TMIN-PRBFST-T36FP60,60% probability date of first 36F occurrence or earlier
ANN-TMIN-PRBFST-T36FP70,70% probability date of first 36F occurrence or earlier
ANN-TMIN-PRBFST-T36FP80,80% probability date of first 36F occurrence or earlier
ANN-TMIN-PRBFST-T36FP90,90% probability date of first 36F occurrence or earlier
ANN-TMIN-PRBGSL-T16FP10,10% probability of 16F growing season length or longer
ANN-TMIN-PRBGSL-T16FP20,20% probability of 16F growing season length or longer
ANN-TMIN-PRBGSL-T16FP30,30% probability of 16F growing season length or longer
ANN-TMIN-PRBGSL-T16FP40,40% probability of 16F growing season length or longer
ANN-TMIN-PRBGSL-T16FP50,50% probability of 16F growing season length or longer
ANN-TMIN-PRBGSL-T16FP60,60% probability of 16F growing season length or longer
ANN-TMIN-PRBGSL-T16FP70,70% probability of 16F growing season length or longer
ANN-TMIN-PRBGSL-T16FP80,80% probability of 16F growing season length or longer
ANN-TMIN-PRBGSL-T16FP90,90% probability of 16F growing season length or longer
ANN-TMIN-PRBGSL-T20FP10,10% probability of 20F growing season length or longer
ANN-TMIN-PRBGSL-T20FP20,20% probability of 20F growing season length or longer
ANN-TMIN-PRBGSL-T20FP30,30% probability of 20F growing season length or longer
ANN-TMIN-PRBGSL-T20FP40,40% probability of 20F growing season length or longer
ANN-TMIN-PRBGSL-T20FP50,50% probability of 20F growing season length or longer
ANN-TMIN-PRBGSL-T20FP60,60% probability of 20F growing season length or longer
ANN-TMIN-PRBGSL-T20FP70,70% probability of 20F growing season length or longer
ANN-TMIN-PRBGSL-T20FP80,80% probability of 20F growing season length or longer
ANN-TMIN-PRBGSL-T20FP90,90% probability of 20F growing season length or longer
ANN-TMIN-PRBGSL-T24FP10,10% probability of 24F growing season length or longer
ANN-TMIN-PRBGSL-T24FP20,20% probability of 24F growing season length or longer
ANN-TMIN-PRBGSL-T24FP30,30% probability of 24F growing season length or longer
ANN-TMIN-PRBGSL-T24FP40,40% probability of 24F growing season length or longer
ANN-TMIN-PRBGSL-T24FP50,50% probability of 24F growing season length or longer
ANN-TMIN-PRBGSL-T24FP60,60% probability of 24F growing season length or longer
ANN-TMIN-PRBGSL-T24FP70,70% probability of 24F growing season length or longer
ANN-TMIN-PRBGSL-T24FP80,80% probability of 24F growing season length or longer
ANN-TMIN-PRBGSL-T24FP90,90% probability of 24F growing season length or longer
ANN-TMIN-PRBGSL-T28FP10,10% probability of 28F growing season length or longer
ANN-TMIN-PRBGSL-T28FP20,20% probability of 28F growing season length or longer
ANN-TMIN-PRBGSL-T28FP30,30% probability of 28F growing season length or longer
ANN-TMIN-PRBGSL-T28FP40,40% probability of 28F growing season length or longer
ANN-TMIN-PRBGSL-T28FP50,50% probability of 28F growing season length or longer
ANN-TMIN-PRBGSL-T28FP60,60% probability of 28F growing season length or longer
ANN-TMIN-PRBGSL-T28FP70,70% probability of 28F growing season length or longer
ANN-TMIN-PRBGSL-T28FP80,80% probability of 28F growing season length or longer
ANN-TMIN-PRBGSL-T28FP90,90% probability of 28F growing season length or longer
ANN-TMIN-PRBGSL-T32FP10,10% probability of 32F growing season length or longer
ANN-TMIN-PRBGSL-T32FP20,20% probability of 32F growing season length or longer
ANN-TMIN-PRBGSL-T32FP30,30% probability of 32F growing season length or longer
ANN-TMIN-PRBGSL-T32FP40,40% probability of 32F growing season length or longer
ANN-TMIN-PRBGSL-T32FP50,50% probability of 32F growing season length or longer
ANN-TMIN-PRBGSL-T32FP60,60% probability of 32F growing season length or longer
ANN-TMIN-PRBGSL-T32FP70,70% probability of 32F growing season length or longer
ANN-TMIN-PRBGSL-T32FP80,80% probability of 32F growing season length or longer
ANN-TMIN-PRBGSL-T32FP90,90% probability of 32F growing season length or longer
ANN-TMIN-PRBGSL-T36FP10,10% probability of 36F growing season length or longer
ANN-TMIN-PRBGSL-T36FP20,20% probability of 36F growing season length or longer
ANN-TMIN-PRBGSL-T36FP30,30% probability of 36F growing season length or longer
ANN-TMIN-PRBGSL-T36FP40,40% probability of 36F growing season length or longer
ANN-TMIN-PRBGSL-T36FP50,50% probability of 36F growing season length or longer
ANN-TMIN-PRBGSL-T36FP60,60% probability of 36F growing season length or longer
ANN-TMIN-PRBGSL-T36FP70,70% probability of 36F growing season length or longer
ANN-TMIN-PRBGSL-T36FP80,80% probability of 36F growing season length or longer
ANN-TMIN-PRBGSL-T36FP90,90% probability of 36F growing season length or longer
ANN-TMIN-PRBLST-T16FP10,10% probability date of last 16F occurrence or later
ANN-TMIN-PRBLST-T16FP20,20% probability date of last 16F occurrence or later
ANN-TMIN-PRBLST-T16FP30,30% probability date of last 16F occurrence or later
ANN-TMIN-PRBLST-T16FP40,40% probability date of last 16F occurrence or later
ANN-TMIN-PRBLST-T16FP50,50% probability date of last 16F occurrence or later
ANN-TMIN-PRBLST-T16FP60,60% probability date of last 16F occurrence or later
ANN-TMIN-PRBLST-T16FP70,70% probability date of last 16F occurrence or later
ANN-TMIN-PRBLST-T16FP80,80% probability date of last 16F occurrence or later
ANN-TMIN-PRBLST-T16FP90,90% probability date of last 16F occurrence or later
ANN-TMIN-PRBLST-T20FP10,10% probability date of last 20F occurrence or later
ANN-TMIN-PRBLST-T20FP20,20% probability date of last 20F occurrence or later
ANN-TMIN-PRBLST-T20FP30,30% probability date of last 20F occurrence or later
ANN-TMIN-PRBLST-T20FP40,40% probability date of last 20F occurrence or later
ANN-TMIN-PRBLST-T20FP50,50% probability date of last 20F occurrence or later
ANN-TMIN-PRBLST-T20FP60,60% probability date of last 20F occurrence or later
ANN-TMIN-PRBLST-T20FP70,70% probability date of last 20F occurrence or later
ANN-TMIN-PRBLST-T20FP80,80% probability date of last 20F occurrence or later
ANN-TMIN-PRBLST-T20FP90,90% probability date of last 20F occurrence or later
ANN-TMIN-PRBLST-T24FP10,10% probability date of last 24F occurrence or later
ANN-TMIN-PRBLST-T24FP20,20% probability date of last 24F occurrence or later
ANN-TMIN-PRBLST-T24FP30,30% probability date of last 24F occurrence or later
ANN-TMIN-PRBLST-T24FP40,40% probability date of last 24F occurrence or later
ANN-TMIN-PRBLST-T24FP50,50% probability date of last 24F occurrence or later
ANN-TMIN-PRBLST-T24FP60,60% probability date of last 24F occurrence or later
ANN-TMIN-PRBLST-T24FP70,70% probability date of last 24F occurrence or later
ANN-TMIN-PRBLST-T24FP80,80% probability date of last 24F occurrence or later
ANN-TMIN-PRBLST-T24FP90,90% probability date of last 24F occurrence or later
ANN-TMIN-PRBLST-T28FP10,10% probability date of last 28F occurrence or later
ANN-TMIN-PRBLST-T28FP20,20% probability date of last 28F occurrence or later
ANN-TMIN-PRBLST-T28FP30,30% probability date of last 28F occurrence or later
ANN-TMIN-PRBLST-T28FP40,40% probability date of last 28F occurrence or later
ANN-TMIN-PRBLST-T28FP50,50% probability date of last 28F occurrence or later
ANN-TMIN-PRBLST-T28FP60,60% probability date of last 28F occurrence or later
ANN-TMIN-PRBLST-T28FP70,70% probability date of last 28F occurrence or later
ANN-TMIN-PRBLST-T28FP80,80% probability date of last 28F occurrence or later
ANN-TMIN-PRBLST-T28FP90,90% probability date of last 28F occurrence or later
ANN-TMIN-PRBLST-T32FP10,10% probability date of last 32F occurrence or later
ANN-TMIN-PRBLST-T32FP20,20% probability date of last 32F occurrence or later
ANN-TMIN-PRBLST-T32FP30,30% probability date of last 32F occurrence or later
ANN-TMIN-PRBLST-T32FP40,40% probability date of last 32F occurrence or later
ANN-TMIN-PRBLST-T32FP50,50% probability date of last 32F occurrence or later
ANN-TMIN-PRBLST-T32FP60,60% probability date of last 32F occurrence or later
ANN-TMIN-PRBLST-T32FP70,70% probability date of last 32F occurrence or later
ANN-TMIN-PRBLST-T32FP80,80% probability date of last 32F occurrence or later
ANN-TMIN-PRBLST-T32FP90,90% probability date of last 32F occurrence or later
ANN-TMIN-PRBLST-T36FP10,10% probability date of last 36F occurrence or later
ANN-TMIN-PRBLST-T36FP20,20% probability date of last 36F occurrence or later
ANN-TMIN-PRBLST-T36FP30,30% probability date of last 36F occurrence or later
ANN-TMIN-PRBLST-T36FP40,40% probability date of last 36F occurrence or later
ANN-TMIN-PRBLST-T36FP50,50% probability date of last 36F occurrence or later
ANN-TMIN-PRBLST-T36FP60,60% probability date of last 36F occurrence or later
ANN-TMIN-PRBLST-T36FP70,70% probability date of last 36F occurrence or later
ANN-TMIN-PRBLST-T36FP80,80% probability date of last 36F occurrence or later
ANN-TMIN-PRBLST-T36FP90,90% probability date of last 36F occurrence or later
ANN-TMIN-PRBOCC-LSTH016,probability of 16F or below at least once in the year
ANN-TMIN-PRBOCC-LSTH020,probability of 20F or below at least once in the year
ANN-TMIN-PRBOCC-LSTH024,probability of 24F or below at least once in the year
ANN-TMIN-PRBOCC-LSTH028,probability of 28F or below at least once in the year
ANN-TMIN-PRBOCC-LSTH032,probability of 32F or below at least once in the year
ANN-TMIN-PRBOCC-LSTH036,probability of 36F or below at least once in the year
AWND,Average daily wind speed (tenths of meters per second)
CLDD,Cooling degree days
DAA,Digital Accumulation Array(One Hour Precipitation total (256 levels) with Dual Pol. algorithm)
DAEV,Number of days included in the multiday evaporation total (MDEV)
DAPR,Number of days included in the multiday precipitation total (MDPR)
DASF,Number of days included in the multiday snow fall total (MDSF) 
DATN,Number of days included in the multiday minimum temperature (MDTN)
DATX,Number of days included in the multiday maximum temperature (MDTX)
DAWM,Number of days included in the multiday wind movement (MDWM)
DHR,Digital Hybrid Scan Reflectivity
DJF-CLDD-BASE45,Long-term averages of winter cooling degree days with base 45F
DJF-CLDD-BASE50,Long-term averages of winter cooling degree days with base 50F
DJF-CLDD-BASE55,Long-term averages of winter cooling degree days with base 55F
DJF-CLDD-BASE57,Long-term averages of winter cooling degree days with base 57F
DJF-CLDD-BASE60,Long-term averages of winter cooling degree days with base 60F
DJF-CLDD-BASE70,Long-term averages of winter cooling degree days with base 70F
DJF-CLDD-BASE72,Long-term averages of winter cooling degree days with base 72F
DJF-CLDD-NORMAL,Long-term averages of winter cooling degree days with base 65F
DJF-DUTR-NORMAL,Long-term averages of winter diurnal temperature range
DJF-GRDD-BASE40,Long-term averages of winter growing degree days with base 40F
DJF-GRDD-BASE45,Long-term averages of winter growing degree days with base 45F
DJF-GRDD-BASE50,Long-term averages of winter growing degree days with base 50F
DJF-GRDD-BASE55,Long-term averages of winter growing degree days with base 55F
DJF-GRDD-BASE57,Long-term averages of winter growing degree days with base 57F
DJF-GRDD-BASE60,Long-term averages of winter growing degree days with base 60F
DJF-GRDD-BASE65,Long-term averages of winter growing degree days with base 65F
DJF-GRDD-BASE70,Long-term averages of winter growing degree days with base 70F
DJF-GRDD-BASE72,Long-term averages of winter growing degree days with base 72F
DJF-GRDD-TB4886,Long-term averages of winter growing degree days with truncated bases 48F and 86F
DJF-GRDD-TB5086,Long-term averages of winter growing degree days with truncated bases 50F and 86F
DJF-HTDD-BASE40,Long-term averages of winter heating degree days with base 40F
DJF-HTDD-BASE45,Long-term averages of winter heating degree days with base 45F
DJF-HTDD-BASE50,Long-term averages of winter heating degree days with base 50F
DJF-HTDD-BASE55,Long-term averages of winter heating degree days with base 55F
DJF-HTDD-BASE57,Long-term averages of winter heating degree days with base 57F
DJF-HTDD-BASE60,Long-term averages of winter heating degree days with base 60F
DJF-HTDD-NORMAL,Long-term averages of winter heating degree days with base 65F
DJF-PRCP-AVGNDS-GE001HI,Long-term averages of number of days during December-February with precipitation >= 0.01 inches
DJF-PRCP-AVGNDS-GE010HI,Long-term averages of number of days during December-February with precipitation >= 0.10 inches
DJF-PRCP-AVGNDS-GE050HI,Long-term averages of number of days during December-February with precipitation >= 0.50 inches
DJF-PRCP-AVGNDS-GE100HI,Long-term averages of number of days during December-February with precipitation >= 1.00 inches
DJF-PRCP-NORMAL,Long-term averages of seasonal precipitation totals forDecember-February
DJF-SNOW-AVGNDS-GE001TI,Long-term averages of number of days during December-February with snowfall >= 0.1 inches
DJF-SNOW-AVGNDS-GE010TI,Long-term averages of number of days during December-February with snowfall >= 1.0 inches
DJF-SNOW-AVGNDS-GE030TI,Long-term averages of number of days during December-February with snowfall >= 3.0 inches
DJF-SNOW-AVGNDS-GE050TI,Long-term averages of number of days during December-February with snowfall >= 5.0 inches
DJF-SNOW-AVGNDS-GE100TI,Long-term averages of number of days during December-February with snowfall >= 10.0 inches
DJF-SNOW-NORMAL,Long-term averages of seasonal snowfall totals for December-February
DJF-SNWD-AVGNDS-GE001WI,Long-term averages of number of days during December-February with snow depth >= 1 inch
DJF-SNWD-AVGNDS-GE003WI,Long-term averages of number of days during December-February with snow depth >= 3 inches
DJF-SNWD-AVGNDS-GE005WI,Long-term averages of number of days during December-February with snow depth >= 5 inches
DJF-SNWD-AVGNDS-GE010WI,Long-term averages of number of days during December-February with snow depth >= 10 inches
DJF-TAVG-NORMAL,Long-term averages of winter average temperature
DJF-TMAX-AVGNDS-GRTH040,Long-term average number of days per winter where tmax is greater than or equal to 40F
DJF-TMAX-AVGNDS-GRTH050,Long-term average number of days per winter where tmax is greater than or equal to 50F
DJF-TMAX-AVGNDS-GRTH060,Long-term average number of days per winter where tmax is greater than or equal to 60F
DJF-TMAX-AVGNDS-GRTH070,Long-term average number of days per winter where tmax is greater than or equal to 70F
DJF-TMAX-AVGNDS-GRTH080,Long-term average number of days per winter where tmax is greater than or equal to 80F
DJF-TMAX-AVGNDS-GRTH090,Long-term average number of days per winter where tmax is greater than or equal to 90F
DJF-TMAX-AVGNDS-GRTH100,Long-term average number of days per winter where tmax is greater than or equal to 100F
DJF-TMAX-AVGNDS-LSTH032,Long-term average number of days per winter where tmax is less than or equal to 32F
DJF-TMAX-NORMAL,Long-term averages of winter maximum temperature
DJF-TMIN-AVGNDS-LSTH000,Long-term average number of days per winter where tmin is less than or equal to 0F
DJF-TMIN-AVGNDS-LSTH010,Long-term average number of days per winter where tmin is less than or equal to 10F
DJF-TMIN-AVGNDS-LSTH020,Long-term average number of days per winter where tmin is less than or equal to 20F
DJF-TMIN-AVGNDS-LSTH032,Long-term average number of days per winter where tmin is less than or equal to 32F
DJF-TMIN-AVGNDS-LSTH040,Long-term average number of days per winter where tmin is less than or equal to 40F
DJF-TMIN-AVGNDS-LSTH050,Long-term average number of days per winter where tmin is less than or equal to 50F
DJF-TMIN-AVGNDS-LSTH060,Long-term average number of days per winter where tmin is less than or equal to 60F
DJF-TMIN-AVGNDS-LSTH070,Long-term average number of days per winter where tmin is less than or equal to 70F
DJF-TMIN-NORMAL,Long-term averages of winter minimum temperature
DLY-CLDD-BASE45,Long-term averages of daily cooling degree days with base 45F
DLY-CLDD-BASE50,Long-term averages of daily cooling degree days with base 50F
DLY-CLDD-BASE55,Long-term averages of daily cooling degree days with base 55F
DLY-CLDD-BASE57,Long-term averages of daily cooling degree days with base 57F
DLY-CLDD-BASE60,Long-term averages of daily cooling degree days with base 60F
DLY-CLDD-BASE70,Long-term averages of daily cooling degree days with base 70F
DLY-CLDD-BASE72,Long-term averages of daily cooling degree days with base 72F
DLY-CLDD-NORMAL,Long-term averages of daily cooling degree days with base 65F
DLY-DUTR-NORMAL,Long-term averages of daily diurnal temperature range
DLY-DUTR-STDDEV,Long-term standard deviations of daily diurnal temperature range
DLY-GRDD-BASE40,Long-term averages of daily growing degree days with base 40F
DLY-GRDD-BASE45,Long-term averages of daily growing degree days with base 45F
DLY-GRDD-BASE50,Long-term averages of daily growing degree days with base 50F
DLY-GRDD-BASE55,Long-term averages of daily growing degree days with base 55F
DLY-GRDD-BASE57,Long-term averages of daily growing degree days with base 57F
DLY-GRDD-BASE60,Long-term averages of daily growing degree days with base 60F
DLY-GRDD-BASE65,Long-term averages of daily growing degree days with base 65F
DLY-GRDD-BASE70,Long-term averages of daily growing degree days with base 70F
DLY-GRDD-BASE72,Long-term averages of daily growing degree days with base 72F
DLY-GRDD-TB4886,Long-term averages of daily growing degree days with truncated bases 48F and 86F
DLY-GRDD-TB5086,Long-term averages of daily growing degree days with truncated bases 50F and 86F
DLY-HTDD-BASE40,Long-term averages of daily heating degree days with base 40F
DLY-HTDD-BASE45,Long-term averages of daily heating degree days with base 45F
DLY-HTDD-BASE50,Long-term averages of daily heating degree days with base 50F
DLY-HTDD-BASE55,Long-term averages of daily heating degree days with base 55F
DLY-HTDD-BASE57,Long-term averages of daily heating degree days with base 57F
DLY-HTDD-BASE60,Long-term averages of daily heating degree days with base 60F
DLY-HTDD-NORMAL,Long-term averages of daily heating degree days with base 65F
DLY-PRCP-25PCTL,25th percentiles of daily nonzero precipitation totals for 29-day windows centered on each day of the year
DLY-PRCP-50PCTL,50th percentiles of daily nonzero precipitation totals for 29-day windows centered on each day of the year
DLY-PRCP-75PCTL,75th percentiles of daily nonzero precipitation totals for 29-day windows centered on each day of the year
DLY-PRCP-PCTALL-GE001HI,Probability of precipitation >= 0.01 inches for 29-day windows centered on each day of the year
DLY-PRCP-PCTALL-GE010HI,Probability of precipitation >= 0.10 inches for 29-day windows centered on each day of the year
DLY-PRCP-PCTALL-GE050HI,Probability of precipitation >= 0.50 inches for 29-day windows centered on each day of the year
DLY-PRCP-PCTALL-GE100HI,Probability of precipitation >= 1.00 inches for 29-day windows centered on each day of the year
DLY-SNOW-25PCTL,25th percentiles of daily nonzero snowfall totals for 29-day windows centered on each day of the year
DLY-SNOW-50PCTL,50th percentiles of daily nonzero snowfall totals for 29-day windows centered on each day of the year
DLY-SNOW-75PCTL,75th percentiles of daily nonzero snowfall totals for 29-day windows centered on each day of the year
DLY-SNOW-PCTALL-GE001TI,Probability of snowfall >= 0.1 inches for 29-day windows centered on each day of the year
DLY-SNOW-PCTALL-GE010TI,Probability of snowfall >= 1.0 inches for 29-day windows centered on each day of the year
DLY-SNOW-PCTALL-GE030TI,Probability of snowfall >= 3.0 inches for 29-day windows centered on each day of the year
DLY-SNOW-PCTALL-GE050TI,Probability of snowfall >= 5.0 inches for 29-day windows centered on each day of the year
DLY-SNOW-PCTALL-GE100TI,Probability of snowfall >= 10 inches for 29-day windows centered on each day of the year
DLY-SNWD-25PCTL,25th percentiles of daily nonzero snow depth for 29-day windows centered on each day of the year
DLY-SNWD-50PCTL,50th percentiles of daily nonzero snow depth for 29-day windows centered on each day of the year
DLY-SNWD-75PCTL,75th percentiles of daily nonzero snow depth for 29-day windows centered on each day of the year
DLY-SNWD-PCTALL-GE001WI,Probability of snow depth >= 1 inch for 29-day windows centered on each day of the year
DLY-SNWD-PCTALL-GE003WI,Probability of snow depth >= 3 inches for 29-day windows centered on each day of the year
DLY-SNWD-PCTALL-GE005WI,Probability of snow depth >= 5 inches for 29-day windows centered on each day of the year
